,production_line,response,test_values_mean,test_values_std,test_values_count_mean,connection_key_numeric
124,L0_S15_F403,0,0.038280276816608984,0.2468266626158653,159.02076124567475,15403
125,L0_S15_F403,1,0.057345971563981024,0.2649538367363462,1.5165876777251184,15403
126,L0_S15_F406,0,-0.037680000000000005,0.13920099108256145,2416.1,15406
127,L0_S15_F406,1,-0.002807692307692308,0.008168325315604078,24.615384615384613,15406
128,L0_S15_F409,0,-0.5,0.7071067811865476,60402.5,15409
129,L0_S15_F409,1,0.0,0.0,640.0,15409
130,L0_S15_F412,0,0.14633333333333332,0.3559026084010437,20134.166666666668,15412
131,L0_S15_F412,1,-0.037000000000000005,0.12909944487358055,160.0,15412
132,L0_S15_F415,0,0.1373779527559056,0.27179426974313275,170.83464566929138,15415
133,L0_S15_F415,1,0.08093972602739725,0.26864108922241603,1.7534246575342465,15415
134,L0_S15_F418,0,0.1755153583617748,0.191292567837562,412.3037542662116,15418
135,L0_S15_F418,1,0.07835329341317365,0.13450462785267606,3.832335329341317,15418
136,L0_S16_F421,0,-0.046738549618320586,0.2350245224636549,226.1030534351145,16421
137,L0_S16_F421,1,0.0016485148514851476,0.18938444467103288,3.2722772277227716,16421
138,L0_S16_F426,0,-0.02374033149171272,0.16514230892677773,654.5745856353591,16426
139,L0_S16_F426,1,-0.0007478260869565219,0.03368555405882751,5.747826086956523,16426
140,L0_S17_F431,0,-0.07563397548161117,0.222053227777595,214.2994746059545,17431
141,L0_S17_F431,1,-0.03095,0.14494091552909896,3.6777777777777776,17431
142,L0_S17_F433,0,-0.08987657784011227,0.24225574151325605,171.60168302945303,17433
143,L0_S17_F433,1,-0.051728222996515666,0.18267594068615736,2.3066202090592336,17433
144,L0_S18_F435,0,0.24,0.25,40142.333333333336,18435
145,L0_S18_F435,1,0.115,0.17677669529663687,327.0,18435
146,L0_S18_F439,0,0.03595057660626033,0.20249268624407216,187.28006589785832,18439
147,L0_S18_F439,1,-0.0043129770992366345,0.2028000454341766,1.6641221374045805,18439
148,L0_S18_F449,0,0.19178883495145646,0.21818496265454768,292.29854368932035,18449
149,L0_S18_F449,1,0.031083333333333338,0.11924085841489747,4.954545454545454,18449
150,L0_S19_F453,0,0.456,0.5,40119.333333333336,19453
151,L0_S19_F453,1,0.206,0.3535533905932738,334.5,19453
152,L0_S19_F455,0,0.0364685908319185,0.19969037542053927,178.471986417657,19455
153,L0_S19_F455,1,0.01064963503649635,0.24178870814000575,1.6277372262773722,19455
154,L0_S19_F459,0,0.027536458333333333,0.24309594475022306,313.4322916666667,19459
155,L0_S19_F459,1,0.02963583815028901,0.1479906513743561,3.8670520231213867,19459
156,L0_S1_F24,0,0.05598901098901099,0.2388255344560323,2455.296703296703,124
157,L0_S1_F24,1,-0.018591836734693872,0.1486301440754572,18.397959183673468,124
158,L0_S1_F28,0,0.031534,0.14463394761121331,1319.3239999999998,128
159,L0_S1_F28,1,0.034522000000000004,0.15624393059474467,7.212000000000001,128
160,L0_S20_F461,0,0.303,0.7071067811865475,120394.0,20461
161,L0_S20_F461,1,0.303,0.7071067811865475,661.5,20461
162,L0_S20_F463,0,0.26935714285714285,0.2588978435726984,17199.14285714286,20463
163,L0_S20_F463,1,0.0145,0.020506096654409875,661.5,20463
164,L0_S20_F466,0,-0.4244794520547944,0.2940169645393597,1649.2328767123288,20466
165,L0_S20_F466,1,-0.225,0.3181980515339464,661.5,20466
166,L0_S21_F472,0,0.022705159705159714,0.14274032210483714,198.78869778869782,21472
167,L0_S21_F472,1,0.0028900523560209373,0.07181381963102397,2.413612565445026,21472
168,L0_S21_F477,0,-0.024230182926829262,0.1943762395650441,123.39634146341464,21477
169,L0_S21_F477,1,-0.009000000000000001,0.10721278353060773,2.184834123222749,21477
170,L0_S21_F482,0,0.017155913978494638,0.13838127489858812,217.505376344086,21482
171,L0_S21_F482,1,0.003385869565217392,0.06238351344753992,2.505434782608696,21482
172,L0_S21_F487,0,0.1185048814504883,0.22323508675068324,112.89818688981869,21487
173,L0_S21_F487,1,0.016294685990338162,0.1044869347561264,2.2270531400966185,21487
174,L0_S21_F492,0,-0.07972727272727273,0.28072730216674363,7355.181818181818,21492
175,L0_S21_F492,1,0.003250000000000001,0.04799925594661413,57.625,21492
176,L0_S21_F497,0,-0.0058555555555555566,0.08434010174442208,449.48333333333335,21497
177,L0_S21_F497,1,-0.0012758620689655171,0.03581998135772499,3.974137931034482,21497
178,L0_S21_F502,0,-0.004919449901768181,0.15082503876282294,158.95284872298626,21502
179,L0_S21_F502,1,-0.0019481865284974105,0.07404283254564006,2.38860103626943,21502
180,L0_S21_F507,0,-0.05129629629629631,0.303951642765097,2996.555555555556,21507
181,L0_S21_F507,1,-0.058083333333333334,0.17375869282810955,38.41666666666666,21507
182,L0_S21_F512,0,-0.018585074626865688,0.19381952930838725,114.92388059701493,21512
183,L0_S21_F512,1,-0.030009090909090905,0.19122579289539365,1.396969696969697,21512
184,L0_S21_F517,0,0.029008064516129032,0.10794996552285714,652.4758064516128,21517
185,L0_S21_F517,1,0.009342465753424659,0.049436889953556565,6.315068493150685,21517
186,L0_S21_F522,0,-0.06856355932203388,0.20677184790498032,114.24717514124292,21522
187,L0_S21_F522,1,-0.0013835616438356113,0.14883567636983738,1.5787671232876712,21522
188,L0_S21_F527,0,0.01208941176470588,0.12845435099119162,190.36941176470592,21527
189,L0_S21_F527,1,-0.0034500000000000004,0.06011339389675286,2.88125,21527
190,L0_S21_F532,0,-0.012329113924050636,0.05579925592716552,1024.139240506329,21532
191,L0_S21_F532,1,-0.00262,0.014772962064639081,9.22,21532
192,L0_S21_F537,0,-0.02997058823529412,0.1690207957967442,2379.6176470588234,21537
193,L0_S21_F537,1,0.0004999999999999999,0.007071067811865476,19.20833333333333,21537
194,L0_S22_F546,0,-0.0055826771653543356,0.1862923417856017,126.24094488188976,22546
195,L0_S22_F546,1,0.008610169491525434,0.09547388093844507,2.4180790960451977,22546
196,L0_S22_F551,0,-0.03550726744186047,0.2017953550102936,116.52761627906976,22551
197,L0_S22_F551,1,-0.0010865800865800881,0.09951251327036097,1.8528138528138531,22551
198,L0_S22_F556,0,0.0005877862595419861,0.15657633012225894,152.99045801526717,22556
199,L0_S22_F556,1,0.008460122699386508,0.08651897996284985,2.625766871165644,22556
200,L0_S22_F561,0,0.1694278668310726,0.2407364434864008,98.85450061652278,22561
201,L0_S22_F561,1,0.012352601156069362,0.09082648584518366,2.4739884393063583,22561
202,L0_S22_F566,0,-0.084,0.26771796557367805,6680.25,22566
203,L0_S22_F566,1,0.01077777777777778,0.053723313788749526,47.555555555555564,22566
204,L0_S22_F571,0,-0.007755208333333339,0.08529516030020111,417.515625,22571
205,L0_S22_F571,1,-0.0017322834645669288,0.03934593196513108,3.37007874015748,22571
206,L0_S22_F576,0,0.06105350553505533,0.1611926290973134,147.90221402214019,22576
207,L0_S22_F576,1,-0.011638743455497386,0.07416440035837983,2.2408376963350785,22576
208,L0_S22_F581,0,-0.032241379310344834,0.25864104402660537,2764.2413793103447,22581
209,L0_S22_F581,1,-0.086,0.20046695488284347,32.92307692307692,22581
210,L0_S22_F586,0,0.012635568513119536,0.1984372481374464,112.51895043731777,22586
211,L0_S22_F586,1,0.00017834394904458627,0.20408805977551855,1.3630573248407645,22586
212,L0_S22_F591,0,0.0214090909090909,0.11578567159575735,520.538961038961,22591
213,L0_S22_F591,1,0.008154761904761906,0.05975118974419037,5.095238095238095,22591
214,L0_S22_F596,0,-0.04070028011204483,0.20678483054368116,112.1204481792717,22596
215,L0_S22_F596,1,0.005472027972027982,0.15077632179762265,1.4965034965034965,22596
216,L0_S22_F601,0,0.06469433962264153,0.16046068179676348,151.2509433962264,22601
217,L0_S22_F601,1,-0.014605882352941172,0.07243330309426624,2.5176470588235293,22601
218,L0_S22_F606,0,-0.01937078651685393,0.11367461358297196,900.7078651685392,22606
219,L0_S22_F606,1,-0.0012807017543859651,0.017139922472283527,7.508771929824562,22606
220,L0_S22_F611,0,-0.032517241379310335,0.18336645991208333,2764.2413793103447,22611
221,L0_S22_F611,1,0.002947368421052632,0.0057200785174343575,22.52631578947368,22611
222,L0_S23_F619,0,0.08152112676056339,0.162553412269736,224.94647887323944,23619
223,L0_S23_F619,1,-0.0003012820512820513,0.057074192786378576,2.782051282051282,23619
224,L0_S23_F623,0,-0.09878231292517008,0.2499945099399039,108.50884353741495,23623
225,L0_S23_F623,1,0.009064150943396226,0.1391495259281818,1.637735849056604,23623
226,L0_S23_F627,0,0.07805573770491804,0.1423229746735606,261.82295081967214,23627
227,L0_S23_F627,1,0.0057424242424242425,0.04867584337666202,3.287878787878788,23627
228,L0_S23_F631,0,0.19982633587786255,0.26114436055347096,152.3969465648855,23631
229,L0_S23_F631,1,0.001968152866242038,0.06828047552729033,2.764331210191082,23631
230,L0_S23_F635,0,0.03345454545454545,0.3013607020287694,7259.636363636364,23635
231,L0_S23_F635,1,-0.012000000000000005,0.22243715003183645,54.25,23635
232,L0_S23_F639,0,-0.014526695526695525,0.21232546983091816,115.23232323232322,23639
233,L0_S23_F639,1,-0.004827338129496404,0.16576939316707126,3.122302158273381,23639
234,L0_S23_F643,0,-0.07756166419019321,0.20647124385754906,118.65676077265974,23643
235,L0_S23_F643,1,-0.003047619047619042,0.0980990210610213,2.2962962962962963,23643
236,L0_S23_F647,0,-0.01757692307692308,0.23750506067482824,3071.384615384615,23647
237,L0_S23_F647,1,-0.06255555555555553,0.14129854131510974,48.22222222222222,23647
238,L0_S23_F651,0,-0.023468023255813944,0.202710301230371,110.2296511627907,23651
239,L0_S23_F651,1,0.006695512820512821,0.1994195441221126,1.391025641025641,23651
240,L0_S23_F655,0,-0.009358333333333323,0.18565535956447365,665.4666666666667,23655
241,L0_S23_F655,1,0.003924242424242425,0.04239205680533183,6.575757575757576,23655
242,L0_S23_F659,0,-0.03571695402298851,0.2014456002042336,112.95833333333331,23659
243,L0_S23_F659,1,-0.0044276315789473645,0.17639080905139135,1.4276315789473684,23659
244,L0_S23_F663,0,-0.08046645865834627,0.19754217717704126,124.58034321372857,23663
245,L0_S23_F663,1,-0.008298245614035088,0.0949810442225706,2.5380116959064334,23663
246,L0_S23_F667,0,0.012154639175257732,0.28811218663504823,823.2577319587629,23667
247,L0_S23_F667,1,-0.024177419354838716,0.19207584944696213,7.0,23667
248,L0_S23_F671,0,-0.0035046480743691944,0.2417465929530974,105.6746347941567,23671
249,L0_S23_F671,1,-0.0033117408906882585,0.1683274127102333,1.7570850202429151,23671
250,L0_S2_F32,0,0.12033333333333332,0.3559026084010437,56326.16666666666,232
251,L0_S2_F32,1,0.107,0.39623225512317894,363.4,232
252,L0_S2_F36,0,0.034577002053388095,0.14250977052940494,624.4579055441477,236
253,L0_S2_F36,1,0.10908966861598438,0.24316286608739274,3.5419103313840155,236
254,L0_S2_F40,0,0.30799999999999994,0.33166247903554,30723.363636363636,240
255,L0_S2_F40,1,0.12799999999999995,0.39623225512317894,363.4,240
256,L0_S2_F44,0,-0.09437829912023464,0.12855479719025628,676.6803519061582,244
257,L0_S2_F44,1,0.138423368740516,0.2737990324164061,2.7572078907435507,244
258,L0_S2_F48,0,-0.030491803278688525,0.1253683403616213,5540.278688524591,248
259,L0_S2_F48,1,-0.011775,0.014874668709950122,45.425,248
260,L0_S2_F52,0,-0.5,0.7071067811865476,168978.5,252
261,L0_S2_F52,1,0.0,0.0,1817.0,252
262,L0_S2_F56,0,0.16714285714285712,0.3309438162646487,48279.571428571435,256
263,L0_S2_F56,1,0.13,0.39623225512317894,363.4,256
264,L0_S2_F60,0,0.02414247311827957,0.28238899710228305,659.1505376344087,260
265,L0_S2_F60,1,0.14445859872611466,0.27486051536806816,2.8933121019108285,260
266,L0_S2_F64,0,0.09512738853503183,0.14499118519486892,1076.2961783439494,264
267,L0_S2_F64,1,0.01348571428571429,0.07321146015613783,10.382857142857144,264
268,L0_S3_F100,0,0.08366871165644171,0.14102251016016387,1021.2147239263803,3100
269,L0_S3_F100,1,0.018000000000000002,0.07593717815704655,9.43157894736842,3100
270,L0_S3_F68,0,0.16614285714285715,0.3309438162646487,47559.428571428565,368
271,L0_S3_F68,1,0.009000000000000003,0.1,597.3333333333334,368
272,L0_S3_F72,0,-0.09991379310344826,0.10160356102635684,657.9942528735633,372
273,L0_S3_F72,1,0.12394785276073625,0.2609843478865589,2.748466257668712,372
274,L0_S3_F76,0,0.2934444444444445,0.3358240279934981,36990.66666666666,376
275,L0_S3_F76,1,-0.0010000000000000009,0.12909944487358055,448.0,376
276,L0_S3_F80,0,-0.12701403508771922,0.1927326465385647,562.161403508772,380
277,L0_S3_F80,1,0.06592447552447554,0.2569298205024381,2.5062937062937065,380
278,L0_S3_F84,0,-0.029265625000000007,0.12249797435157077,5201.8125,384
279,L0_S3_F84,1,-0.010380952380952385,0.014865170260569703,42.66666666666666,384
280,L0_S3_F88,0,-0.5,0.7071067811865476,166458.0,388
281,L0_S3_F88,1,0.0,0.0,1792.0,388
282,L0_S3_F92,0,0.139,0.39623225512317894,66583.2,392
283,L0_S3_F92,1,-0.031000000000000007,0.12909944487358058,448.0,392
284,L0_S3_F96,0,-0.10102034883720938,0.1250616507740826,620.1482558139535,396
285,L0_S3_F96,1,0.1036737804878049,0.2532283107944755,2.731707317073171,396
286,L0_S4_F104,0,-0.09059233449477352,0.23423505395323546,1162.0034843205576,4104
287,L0_S4_F104,1,-0.028179104477611936,0.06748368514829367,8.955223880597012,4104
288,L0_S4_F109,0,-0.009867052023121384,0.13078212714362916,1927.4161849710986,4109
289,L0_S4_F109,1,0.0035730337078651686,0.02839289589462373,20.224719101123604,4109
290,L0_S5_F114,0,-0.040187607573149736,0.20922235552889545,581.2409638554218,5114
291,L0_S5_F114,1,-0.03339156626506023,0.16691026494787986,5.454819277108434,5114
292,L0_S5_F116,0,0.08853427065026355,0.17458657191943933,587.5202108963093,5116
293,L0_S5_F116,1,0.05771925754060324,0.16258303803346666,4.20185614849188,5116
294,L0_S6_F118,0,0.16399999999999998,0.5,112394.33333333331,6118
295,L0_S6_F118,1,0.16399999999999998,0.5,601.6666666666666,6118
296,L0_S6_F122,0,0.17826519337016586,0.3851858152932792,659.7348066298342,6122
297,L0_S6_F122,1,0.17858620689655175,0.3104540118900376,2.829153605015674,6122
298,L0_S6_F132,0,0.0683090909090909,0.18561672830302428,1021.7666666666668,6132
299,L0_S6_F132,1,0.01315111111111111,0.10489784278351444,8.022222222222222,6132
300,L0_S7_F136,0,0.336,0.5,111297.66666666669,7136
301,L0_S7_F136,1,0.336,0.5,601.6666666666666,7136
302,L0_S7_F138,0,0.2106332179930796,0.3354210720264906,670.0346020761245,7138
303,L0_S7_F138,1,0.05082841068917025,0.2951710629975989,2.538677918424754,7138
304,L0_S7_F142,0,0.21850246305418725,0.2098730686205116,822.3965517241379,7142
305,L0_S7_F142,1,0.04683333333333334,0.06862067353926926,13.079710144927535,7142
306,L0_S8_F144,0,-0.15700000000000006,0.5,223425.0,8144
307,L0_S8_F144,1,-0.15700000000000006,0.5,1202.0,8144
308,L0_S8_F146,0,0.2710606060606061,0.24984194245987046,20311.36363636364,8146
309,L0_S8_F146,1,0.1,0.16070936500403452,721.2,8146
310,L0_S8_F149,0,-0.548521538461539,0.2712746326987792,1031.1923076923076,8149
311,L0_S8_F149,1,-0.6036666666666667,0.3621307314584977,601.0,8149
312,L0_S9_F155,0,0.07276525821596244,0.14437187705466087,526.9084507042254,9155
313,L0_S9_F155,1,0.02096837944664031,0.08203149189695122,4.727272727272728,9155
314,L0_S9_F160,0,-0.023766256590509655,0.1753299601200997,394.52021089630927,9160
315,L0_S9_F160,1,0.011682142857142851,0.09262114435963573,4.271428571428571,9160
316,L0_S9_F165,0,0.10398571428571428,0.19739777146086784,1068.9285714285713,9165
317,L0_S9_F165,1,0.009747572815533984,0.03187405314136973,11.611650485436893,9165
318,L0_S9_F170,0,0.040493233082706775,0.19668900984982904,337.56691729323313,9170
319,L0_S9_F170,1,0.005656028368794329,0.10377514075622486,4.24113475177305,9170
320,L0_S9_F175,0,0.07575,0.2778040921879367,18705.25,9175
321,L0_S9_F175,1,0.0,0.0027386127875258306,132.88888888888889,9175
322,L0_S9_F180,0,-0.007505050505050508,0.08536269275546808,1133.6515151515152,9180
323,L0_S9_F180,1,-0.0021188811188811198,0.04238929068687599,8.363636363636363,9180
324,L0_S9_F185,0,0.00014370078740157558,0.15286704146595265,441.85629921259834,9185
325,L0_S9_F185,1,0.010614232209737827,0.09164030013434478,4.479400749063671,9185
326,L0_S9_F190,0,0.024656488549618327,0.07498992455322212,1713.4580152671756,9190
327,L0_S9_F190,1,0.00427142857142857,0.021784798202237617,17.085714285714285,9190
328,L0_S9_F195,0,-0.01953888888888889,0.15610924641125415,404.93148148148146,9195
329,L0_S9_F195,1,-0.014858695652173909,0.15585952431133746,2.6,9195
330,L0_S9_F200,0,-0.003952380952380947,0.13315353957149176,593.8174603174604,9200
331,L0_S9_F200,1,-0.0004836956521739127,0.06262927400364633,6.5,9200
332,L0_S9_F205,0,-0.017229166666666657,0.3110525877125844,4676.3125,9205
333,L0_S9_F205,1,0.0,0.001,398.66666666666674,9205
334,L0_S9_F210,0,-0.04885365853658537,0.2098151044343102,5474.707317073171,9210
335,L0_S9_F210,1,0.0005000000000000001,0.008225975119502045,42.714285714285715,9210
336,L1_S24_F1000,0,-0.1386,0.24489119414486304,118.13,1241000
337,L1_S24_F1000,1,0.06718518518518518,0.08961071237346442,2.4444444444444446,1241000
338,L1_S24_F1002,0,0.0537866161616162,0.25069956467776805,14.915404040404038,1241002
